Ensembl_gene_id	Expression_vlue
ENSG00000132963.7	71.2356343136
ENSG00000088367.19	71.1686170659
ENSG00000241468.6	71.1580480608
ENSG00000167797.6	70.8708754908
ENSG00000087884.13	70.6179642663
ENSG00000119326.13	70.3414975629
ENSG00000161970.11	70.3399943228
ENSG00000103145.9	70.2591510708
ENSG00000075415.11	70.2439801126
ENSG00000108179.12	70.1651445278
ENSG00000091542.8	69.8768698406
ENSG00000182934.10	69.8515109423
ENSG00000135677.9	69.8238946458
ENSG00000108773.9	69.7497701075
ENSG00000105568.16	69.7286824103
ENSG00000010256.9	69.7266319059
ENSG00000189060.5	69.67099936
ENSG00000159189.10	69.6015926983
ENSG00000116857.15	69.541487696
ENSG00000173369.14	69.5022279794
ENSG00000090013.8	68.963180106
ENSG00000137409.17	68.8946378916
ENSG00000169567.10	68.8735103179
ENSG00000155876.5	68.6889252833
ENSG00000242372.5	68.5864808928
ENSG00000166913.11	68.5097711913
ENSG00000120306.8	68.4153097576
ENSG00000196531.9	68.2719001456
ENSG00000183255.10	68.2279716336
ENSG00000171223.5	67.8955353245
ENSG00000179632.8	67.8767093547
ENSG00000109084.12	67.8762086754
ENSG00000091640.6	67.875367902
ENSG00000125912.9	67.6419896672
ENSG00000124935.3	67.3683162055
ENSG00000105518.12	67.3123162887
ENSG00000102103.14	67.2638697484
ENSG00000063322.12	67.215533815
ENSG00000126945.8	67.1014354961
ENSG00000169813.15	67.0189252772
ENSG00000160213.5	67.0118274624
ENSG00000005075.14	66.9457722171
ENSG00000182220.12	66.8928029722
ENSG00000132646.9	66.8759064336
ENSG00000022840.14	66.8521091441
ENSG00000155366.15	66.7340110901
ENSG00000183726.9	66.7040600878
ENSG00000165905.15	66.6392747263
ENSG00000180992.6	66.6018579522
ENSG00000245532.5	66.4571027584
ENSG00000131171.11	66.4401908814
ENSG00000125868.14	66.3111832868
ENSG00000124614.12	66.2519010193
ENSG00000145592.12	66.222997481
ENSG00000140474.11	66.1365290571
ENSG00000012660.12	66.1302805437
ENSG00000183291.14	66.0750967395
ENSG00000105583.8	66.0637083899
ENSG00000113161.14	65.9770507145
ENSG00000163191.5	65.9621464175
ENSG00000172757.11	65.9316148812
ENSG00000166441.11	65.9279094445
ENSG00000136003.14	65.9057646749
ENSG00000171813.12	65.9007649157
ENSG00000125743.9	65.8563277746
ENSG00000128272.13	65.7896050639
ENSG00000185432.11	65.7368101348
ENSG00000173511.8	65.4385918573
ENSG00000143727.14	65.1035243193
ENSG00000185883.9	65.0917424236
ENSG00000170296.8	64.8897292091
ENSG00000136450.11	64.8768266431
ENSG00000254999.3	64.7355370443
ENSG00000203859.8	64.6799038452
ENSG00000134824.12	64.6447943187
ENSG00000115525.15	64.565218105
ENSG00000155115.6	64.5042294044
ENSG00000119632.3	64.2476636708
ENSG00000110917.6	64.2082549741
ENSG00000197728.8	64.1756236665
ENSG00000181163.12	64.1418351669
ENSG00000130706.11	64.1415709478
ENSG00000197747.7	64.0933373438
ENSG00000117298.13	64.084456083
ENSG00000089057.13	64.0826997972
ENSG00000180964.15	63.9885872086
ENSG00000184840.10	63.7810760024
ENSG00000110958.14	63.7506916705
ENSG00000115053.14	63.743983318
ENSG00000165280.14	63.6070885971
ENSG00000050165.16	63.5069525905
ENSG00000086061.14	63.3177302912
ENSG00000130208.8	63.2274352294
ENSG00000085063.13	63.1473315899
ENSG00000163399.14	63.1003191037
ENSG00000171222.9	62.9037167829
ENSG00000108828.14	62.7757348887
ENSG00000034713.6	62.5273042512
ENSG00000141580.14	62.4455253987
ENSG00000119655.7	62.4276758582
ENSG00000117410.12	62.3421921304
ENSG00000112149.8	62.2858400464
ENSG00000134287.8	62.2495024308
ENSG00000175416.11	62.2461509204
ENSG00000159352.14	62.2278883763
ENSG00000168701.17	62.2119567837
ENSG00000196352.12	62.0446890039
ENSG00000009307.14	61.9889399518
ENSG00000160948.12	61.9258737277
ENSG00000161547.13	61.7227024695
ENSG00000142494.12	61.7164685198
ENSG00000178057.13	61.7048288327
ENSG00000100348.8	61.4522339677
ENSG00000138495.5	61.445431051
ENSG00000070831.14	61.3509533026
ENSG00000214078.10	61.2031513749
ENSG00000111676.13	61.1279517306
ENSG00000143314.11	61.1150855109
ENSG00000130312.5	61.0605863085
ENSG00000213995.10	60.8283682499
ENSG00000089248.6	60.8242933003
ENSG00000211445.10	60.8080009268
ENSG00000152518.6	60.7988687227
ENSG00000197451.9	60.5421612261
ENSG00000186468.11	60.5046062348
ENSG00000146278.10	60.4952479189
ENSG00000251562.6	60.365726228
ENSG00000146674.13	60.3425097912
ENSG00000070756.12	60.315218058
ENSG00000105698.14	60.1315228128
ENSG00000133872.12	60.1197521781
ENSG00000124702.16	60.0410347106
ENSG00000170855.3	59.9158195428
ENSG00000128016.5	59.4615648238
ENSG00000183011.12	59.4367865908
ENSG00000130985.15	59.4259731394
ENSG00000130598.14	59.4014627234
ENSG00000126524.8	59.241990623
ENSG00000128245.13	59.1988024198
ENSG00000170458.12	59.1803222439
ENSG00000078369.16	59.157905975
ENSG00000204463.11	59.1450201743
ENSG00000130202.8	59.0987007049
ENSG00000116030.15	59.0492068583
ENSG00000136807.10	59.0300243635
ENSG00000158470.5	58.9693939197
ENSG00000179262.8	58.9596572112
ENSG00000049245.11	58.922746734
ENSG00000058262.8	58.9202414954
ENSG00000178913.7	58.8393593987
ENSG00000158710.13	58.8331181282
ENSG00000215021.7	58.7432596453
ENSG00000053918.14	58.6646429363
ENSG00000122565.17	58.5981520495
ENSG00000145604.14	58.580348953
ENSG00000115649.14	58.530267602
ENSG00000131116.10	58.5001187613
ENSG00000162545.5	58.300703025
ENSG00000168734.12	58.2593200245
ENSG00000104823.7	58.1635583731
ENSG00000105640.11	58.0245461501
ENSG00000176101.10	57.9587761586
ENSG00000184887.12	57.8151952232
ENSG00000110711.8	57.6848597516
ENSG00000128739.19	57.5686855116
ENSG00000158526.7	57.4993584017
ENSG00000117691.8	57.4889633843
ENSG00000023734.9	57.3675538438
ENSG00000115128.6	57.3479301368
ENSG00000162734.11	57.2704977588
ENSG00000231925.10	57.2600005189
ENSG00000164924.16	57.1670234465
ENSG00000108523.14	57.1097186043
ENSG00000165916.7	57.0865151168
ENSG00000164733.19	56.9637209508
ENSG00000226950.5	56.8265506467
ENSG00000130731.14	56.7052515528
ENSG00000197448.12	56.6738959042
ENSG00000150779.10	56.6704859984
ENSG00000106628.9	56.5372946445
ENSG00000143320.7	56.4416707393
ENSG00000092199.16	56.3734183334
ENSG00000172037.12	56.200267502
ENSG00000148672.8	56.1897865613
ENSG00000259976.1	56.0104161678
ENSG00000130175.8	55.9359158771
ENSG00000154640.13	55.9175915975
ENSG00000112972.13	55.7943986246
ENSG00000125166.11	55.6951209722
ENSG00000100804.17	55.6794097117
ENSG00000101161.7	55.6264243949
ENSG00000089597.15	55.6190373238
ENSG00000137207.10	55.5215775496
ENSG00000101856.9	55.3611234073
ENSG00000106244.11	55.2037805608
ENSG00000109180.13	55.1246959719
ENSG00000127528.5	55.0607466
ENSG00000204219.8	54.9011744968
ENSG00000160285.13	54.8450153576
ENSG00000071859.13	54.8115123947
ENSG00000159228.11	54.7843909938
ENSG00000124006.13	54.7575973555
ENSG00000124098.9	54.7122712922
ENSG00000168385.16	54.6634853929
ENSG00000170348.7	54.6428514889
ENSG00000160932.9	54.4964543002
ENSG00000213465.6	54.4913205716
ENSG00000198830.9	54.3036358836
ENSG00000136636.11	54.2829932867
ENSG00000167996.14	54.2609381781
ENSG00000177383.4	54.233237742
ENSG00000168028.12	54.1712940256
ENSG00000152234.14	54.0727437887
ENSG00000090273.12	54.0202389574
ENSG00000198721.11	53.9855708047
ENSG00000246705.4	53.9696489989
ENSG00000124172.8	53.7034707478
ENSG00000124155.15	53.6283974585
ENSG00000106682.13	53.5667939268
ENSG00000118242.14	53.504392325
ENSG00000205544.3	53.4839942499
ENSG00000125817.7	53.3639564812
ENSG00000111678.9	53.2379808534
ENSG00000114867.18	53.2221624643
ENSG00000105058.10	53.2045428779
ENSG00000123240.15	53.1954275379
ENSG00000139684.12	53.0904030561
ENSG00000057608.15	53.0524262168
ENSG00000159388.5	52.896816727
ENSG00000143575.13	52.7984095411
ENSG00000030582.15	52.7829921635
ENSG00000185909.13	52.6692364661
ENSG00000135924.14	52.6175717742
ENSG00000135916.14	52.512602201
ENSG00000197858.9	52.5010896099
ENSG00000095139.12	52.4048852971
ENSG00000128185.8	52.3577592005
ENSG00000100028.10	52.3343221424
ENSG00000162517.11	52.1002683198
ENSG00000158042.8	52.0803177127
ENSG00000146731.9	52.0656115977
ENSG00000133639.4	51.9065017033
ENSG00000166228.7	51.8901399647
ENSG00000105401.5	51.8421209941
ENSG00000197043.12	51.8153130991
ENSG00000141905.16	51.608418825
ENSG00000178741.10	51.6073434695
ENSG00000189043.8	51.5547657307
ENSG00000071553.15	51.3535496989
ENSG00000174917.7	51.3186576024
ENSG00000182512.4	51.3029469186
ENSG00000130164.10	51.2235498253
ENSG00000188846.12	51.0221860581
ENSG00000185236.10	51.0191091996
ENSG00000170558.7	50.9727757716
ENSG00000091483.6	50.9274146319
ENSG00000198356.10	50.9151130173
ENSG00000129187.13	50.9140830092
