miRNA	Expression_vlue
hsa-miR-548ai	0.15261966
hsa-miR-548al	0.26115526
hsa-miR-548aq-5p	0.16496465
hsa-miR-548ar-3p	0.3611105
hsa-miR-548at-3p	0.0236444237
hsa-miR-548at-5p	0.6441025
hsa-miR-548ax	0.36497486
hsa-miR-548ay-3p	1.2960012
hsa-miR-548az-5p	0.09338146
hsa-miR-548b-3p	2.1997965
hsa-miR-548b-5p	0.18552775
hsa-miR-548ba	0.8274975
hsa-miR-548d-3p	0.7606551
hsa-miR-548f-3p	4.65691
hsa-miR-548j-3p	0.038591395
hsa-miR-548j-5p	0.7818875
hsa-miR-548k	0.35197617
hsa-miR-548l	0.3033052
hsa-miR-548o-3p	1.0356453
hsa-miR-548q	0.6966025
hsa-miR-548t-5p	0.64614675
hsa-miR-548v	1.4587239
hsa-miR-548x-3p	1.6651186
hsa-miR-548y	0.3968065
hsa-miR-550a-3p	2.2802823
hsa-miR-550a-5p	4.05162
hsa-miR-550b-3p	0.33556594
hsa-miR-551b-3p	34.0517
hsa-miR-551b-5p	0.15922111
hsa-miR-552-3p	1.1037524
hsa-miR-552-5p	10.7453
hsa-miR-5582-3p	0.53454334
hsa-miR-5584-5p	1.5517914
hsa-miR-5585-5p	0.3209912
hsa-miR-5587-3p	0.0024000179
hsa-miR-5587-5p	0.055119943
hsa-miR-5588-3p	0.35221274
hsa-miR-5588-5p	0.28076106
hsa-miR-5680	0.36582657
hsa-miR-5684	1.1113503
hsa-miR-5689	0.080986975
hsa-miR-5690	1.201202
hsa-miR-5695	0.27307612
hsa-miR-5703	0.26316151
hsa-miR-570-3p	1.5367153
hsa-miR-570-5p	0.46306054
hsa-miR-5708	0.85434804
hsa-miR-572	0.05366041
hsa-miR-573	1.2416366
hsa-miR-574-3p	424.561
hsa-miR-574-5p	0.0240137687
hsa-miR-578	0.38459346
hsa-miR-579-3p	0.15859026
hsa-miR-579-5p	0.39975852
hsa-miR-581	0.4950328
hsa-miR-582-5p	14.0405
hsa-miR-584-3p	0.15223709
hsa-miR-584-5p	228.009
hsa-miR-586	0.0012000149
hsa-miR-590-3p	4.98893
hsa-miR-590-5p	40.4295
hsa-miR-592	22.2739
hsa-miR-598-3p	80.888
hsa-miR-598-5p	0.79538486
hsa-miR-600	0.29220602
hsa-miR-603	0.15342791
hsa-miR-607	0.33463187
hsa-miR-6087	0.024188631
hsa-miR-610	0.12558554
hsa-miR-6125	0.3312117
hsa-miR-6129	0.3027284
hsa-miR-612	0.14684034
hsa-miR-6130	0.25608918
hsa-miR-6132	0.025262635
hsa-miR-615-3p	26.5715
hsa-miR-615-5p	0.64418734
hsa-miR-616-3p	1.3986808
hsa-miR-616-5p	1.7984707
hsa-miR-618	0.6482187
hsa-miR-624-3p	0.6910143
hsa-miR-624-5p	4.49643
hsa-miR-627-5p	1.01554186
hsa-miR-628-3p	10.2227
hsa-miR-628-5p	7.37731
hsa-miR-629-3p	12.8738
hsa-miR-629-5p	123.352
hsa-miR-632	1.2719683
hsa-miR-636	1.029486
hsa-miR-641	0.50432987
hsa-miR-642a-5p	9.40395
hsa-miR-642b-5p	0.30319966
hsa-miR-643	0.701655
hsa-miR-6501-3p	0.21275116
hsa-miR-6501-5p	1.9441184
hsa-miR-6505-3p	0.35140616
hsa-miR-6509-3p	0.40083887
hsa-miR-6510-5p	0.065470326
hsa-miR-6512-5p	0.26181263
hsa-miR-6513-3p	0.5406955
hsa-miR-6513-5p	0.10935904
hsa-miR-6514-3p	0.29048382
hsa-miR-6514-5p	0.39146925
hsa-miR-6515-5p	0.4147771
hsa-miR-651-5p	3.75563
hsa-miR-6516-3p	0.9104328
hsa-miR-6516-5p	1.6748969
hsa-miR-652-3p	168.795
hsa-miR-652-5p	1.5196777
hsa-miR-654-3p	74.267
hsa-miR-654-5p	2.359723
hsa-miR-655-3p	19.0789
hsa-miR-657	0.042237577
hsa-miR-660-3p	1.5522704
hsa-miR-660-5p	52.7617
hsa-miR-664a-3p	122.876
hsa-miR-664a-5p	3.58349
hsa-miR-664b-3p	10.905
hsa-miR-664b-5p	0.90948474
hsa-miR-665	0.7636056
hsa-miR-671-3p	6.64099
hsa-miR-671-5p	7.51078
hsa-miR-6717-5p	0.5339619
hsa-miR-6720-3p	6.94675
hsa-miR-6720-5p	0.30415952
hsa-miR-6721-5p	0.05242496
hsa-miR-6723-5p	0.7597119
hsa-miR-6726-5p	0.36452937
hsa-miR-6727-3p	0.060831485
hsa-miR-6727-5p	0.462249
hsa-miR-6728-3p	0.126921405
hsa-miR-6728-5p	0.52091
hsa-miR-6729-5p	0.18109003
hsa-miR-6730-3p	0.35175815
hsa-miR-6730-5p	0.68713716
hsa-miR-6733-5p	0.020841455
hsa-miR-6734-5p	0.36314818
hsa-miR-6735-3p	0.16203077
hsa-miR-6735-5p	0.39645653
hsa-miR-6737-3p	0.42672758
hsa-miR-6738-3p	0.15682755
hsa-miR-6739-3p	0.71027285
hsa-miR-6740-3p	0.28058167
hsa-miR-6740-5p	0.29198416
hsa-miR-6741-5p	0.27800488
hsa-miR-6742-3p	0.41509032
hsa-miR-6742-5p	0.017010103
hsa-miR-6743-3p	0.56279164
hsa-miR-6746-3p	0.24385635
hsa-miR-6746-5p	0.35110212
hsa-miR-6747-3p	0.68567915
hsa-miR-6748-5p	0.091539696
hsa-miR-6749-3p	0.21174916
hsa-miR-6750-5p	0.021155793
hsa-miR-6751-3p	0.09953936
hsa-miR-6751-5p	0.34177837
hsa-miR-6752-3p	0.0019000209
hsa-miR-6753-3p	0.27364407
hsa-miR-675-3p	3613.97
hsa-miR-6754-3p	0.93078537
hsa-miR-6754-5p	0.27738498
hsa-miR-6755-5p	1.3290837
hsa-miR-675-5p	3.91263
hsa-miR-6757-3p	0.36408157
hsa-miR-6757-5p	0.18487026
hsa-miR-6758-3p	0.1843515
hsa-miR-6758-5p	0.17407545
hsa-miR-6761-3p	0.08086469
hsa-miR-6761-5p	0.8795058
hsa-miR-6763-3p	0.0023000238
hsa-miR-6763-5p	0.5914826
hsa-miR-676-3p	2.2097346
hsa-miR-6764-3p	0.25700373
hsa-miR-6764-5p	0.47997458
hsa-miR-6765-3p	0.054324927
hsa-miR-676-5p	0.3709419
hsa-miR-6766-3p	0.44575188
hsa-miR-6770-3p	0.04358867
hsa-miR-6771-5p	0.045212207
hsa-miR-6775-3p	0.6503642
hsa-miR-6776-3p	0.09334542
hsa-miR-6777-3p	0.4833163
hsa-miR-6777-5p	0.81787213
hsa-miR-6779-3p	0.10285305
hsa-miR-6779-5p	0.63523004
hsa-miR-6781-5p	0.0202762079
hsa-miR-6782-3p	0.29272343
hsa-miR-6783-3p	0.96921136
hsa-miR-6783-5p	0.33547944
hsa-miR-6784-3p	1.2010385
hsa-miR-6785-5p	0.08033988
hsa-miR-6786-3p	0.092577276
hsa-miR-6787-3p	0.34313717
hsa-miR-6787-5p	0.27904065
hsa-miR-6788-5p	0.17337788
hsa-miR-6789-3p	0.127616706
hsa-miR-6789-5p	0.20169386
hsa-miR-6791-3p	0.1744549
hsa-miR-6793-3p	0.2978029
hsa-miR-6793-5p	0.87955624
hsa-miR-6796-5p	0.27907073
hsa-miR-6797-3p	0.9108118
hsa-miR-6797-5p	0.0200053644
hsa-miR-6798-3p	0.5976449
hsa-miR-6799-3p	0.037808105
hsa-miR-6799-5p	0.036884536
hsa-miR-6800-3p	0.36680785
hsa-miR-6800-5p	0.09285516
hsa-miR-6801-5p	0.093227486
hsa-miR-6802-3p	3.53259
hsa-miR-6802-5p	0.32002356
hsa-miR-6803-3p	0.59223796
hsa-miR-6804-3p	0.41470897
hsa-miR-6804-5p	0.40063827
hsa-miR-6805-3p	0.059880855
hsa-miR-6805-5p	0.17530148
hsa-miR-6807-3p	0.33606693
hsa-miR-6807-5p	0.2890441
hsa-miR-6809-3p	0.1494813
hsa-miR-6809-5p	0.002100006
hsa-miR-6812-3p	0.33180623
hsa-miR-6812-5p	0.132623296
hsa-miR-6813-5p	0.14604955
hsa-miR-6815-3p	2.2438878
hsa-miR-6815-5p	0.5928571
hsa-miR-6816-3p	0.14729427
hsa-miR-6818-5p	0.44364415
hsa-miR-6819-3p	0.042677557
hsa-miR-6820-3p	0.5032063
hsa-miR-6821-3p	0.25621257
hsa-miR-6821-5p	0.93493795
hsa-miR-6824-3p	0.1078605
hsa-miR-6824-5p	0.27214363
hsa-miR-6825-3p	0.14634588
hsa-miR-6825-5p	0.324132
hsa-miR-6826-3p	1.0291464
hsa-miR-6830-3p	0.09181188
hsa-miR-6831-5p	0.0228189123
hsa-miR-6832-3p	2.2602452
hsa-miR-6832-5p	0.13045487
hsa-miR-6833-3p	0.8528914
hsa-miR-6833-5p	0.0020000209
hsa-miR-6834-3p	0.002300003
hsa-miR-6834-5p	0.4255829
hsa-miR-6837-3p	1.8606412
hsa-miR-6837-5p	0.21373687
hsa-miR-6839-5p	0.36201764
hsa-miR-6840-3p	0.059991344
hsa-miR-6840-5p	0.13091965
hsa-miR-6842-5p	0.15124633
hsa-miR-6843-3p	1.5667112
hsa-miR-6845-5p	0.2419924
hsa-miR-6846-5p	0.021966846
hsa-miR-6847-3p	0.15982757
hsa-miR-6847-5p	0.24386394
hsa-miR-6848-5p	0.0190093281
hsa-miR-6849-3p	0.20173495
hsa-miR-6850-3p	0.05475171
hsa-miR-6850-5p	0.5001171
hsa-miR-6851-5p	0.26335118
hsa-miR-6852-3p	0.0020000089
hsa-miR-6852-5p	0.4626111
hsa-miR-6855-3p	0.13346402
hsa-miR-6855-5p	0.4257546
hsa-miR-6857-3p	0.12243141
hsa-miR-6858-5p	0.24246974
hsa-miR-6862-3p	0.17446327
hsa-miR-6862-5p	0.08073239
hsa-miR-6864-5p	0.0024000238
hsa-miR-6865-3p	0.10681962
hsa-miR-6865-5p	0.1752903
hsa-miR-6866-3p	0.12295271
hsa-miR-6866-5p	0.041737094
hsa-miR-6867-5p	0.3670436
hsa-miR-6869-5p	0.2416671
hsa-miR-6870-3p	0.17278848
hsa-miR-6871-3p	0.10585517
hsa-miR-6871-5p	0.22987136
hsa-miR-6872-5p	0.022794827
hsa-miR-6873-3p	0.5384729
hsa-miR-6873-5p	0.0015000119
hsa-miR-6874-3p	0.910516
hsa-miR-6875-3p	0.23321317
hsa-miR-6875-5p	0.7289712
hsa-miR-6876-3p	0.043344427
hsa-miR-6876-5p	0.0017000238
hsa-miR-6877-3p	0.041621686
hsa-miR-6880-3p	0.060899805
hsa-miR-6880-5p	0.002400003
hsa-miR-6882-3p	0.561468
hsa-miR-6882-5p	0.5303837
hsa-miR-6883-3p	0.42628006
hsa-miR-6883-5p	0.0021000209
hsa-miR-6884-3p	0.4445877
hsa-miR-6884-5p	0.4154999
hsa-miR-6885-3p	0.62805726
hsa-miR-6885-5p	0.16524692
hsa-miR-6886-3p	0.26264774
hsa-miR-6889-3p	0.52273026
hsa-miR-6889-5p	0.045707118
hsa-miR-6890-5p	0.3221425
hsa-miR-6891-5p	0.5622242
hsa-miR-6892-3p	0.0022000209
hsa-miR-6892-5p	3.6907
hsa-miR-6893-3p	0.021000298
hsa-miR-6894-3p	0.395819
hsa-miR-6894-5p	0.53210144
hsa-miR-6895-3p	1.0352631
hsa-miR-6895-5p	0.2777419
hsa-miR-708-3p	256.001
hsa-miR-708-5p	123.891
hsa-miR-7106-3p	0.0021717938
hsa-miR-7106-5p	0.0023000209
hsa-miR-7108-3p	0.053388006
hsa-miR-7108-5p	0.14783141
hsa-miR-7109-3p	0.36766304
hsa-miR-7110-3p	0.7343372
hsa-miR-7110-5p	0.22912626
hsa-miR-7111-3p	0.23349741
hsa-miR-7111-5p	0.15763348
hsa-miR-7112-3p	1.071205
hsa-miR-7113-3p	0.020058863
hsa-miR-7113-5p	0.52104304
hsa-miR-7114-3p	0.46219957
hsa-miR-7114-5p	0.1095573
hsa-miR-7-1-3p	83.7502
hsa-miR-7-2-3p	0.68763256
hsa-miR-744-3p	73.2319
hsa-miR-744-5p	62.4448
hsa-miR-7-5p	6.46604
hsa-miR-760	4.17086
hsa-miR-7641	0.7110304
hsa-miR-765	1.7455016
hsa-miR-766-3p	10.8108
hsa-miR-766-5p	0.2447287
hsa-miR-767-3p	1.1705036
hsa-miR-769-3p	1.1810872
hsa-miR-769-5p	40.6754
hsa-miR-7703	0.15920964
hsa-miR-7704	0.06462938
hsa-miR-770-5p	4.37067
hsa-miR-7843-3p	0.132900414
hsa-miR-7844-5p	0.25588425
hsa-miR-7854-3p	0.3338178
hsa-miR-8072	0.482674
hsa-miR-873-3p	1.7423545
hsa-miR-873-5p	3.62953
hsa-miR-874-3p	44.7526
hsa-miR-874-5p	3.338
hsa-miR-876-3p	0.4220277
hsa-miR-877-3p	1.5118964
hsa-miR-877-5p	1.9195532
hsa-miR-887-3p	23.477
hsa-miR-887-5p	11.5454
hsa-miR-889-3p	64.1495
hsa-miR-892a	21.9378
hsa-miR-92a-1-5p	13.8594
hsa-miR-92a-2-5p	0.39163306
hsa-miR-92a-3p	4153.54
hsa-miR-92b-3p	223.159
hsa-miR-92b-5p	0.8698477
hsa-miR-933	0.021
hsa-miR-93-3p	6.58392
hsa-miR-935	5.73027
hsa-miR-93-5p	4736.28
hsa-miR-937-3p	3.12369
hsa-miR-937-5p	0.3504393
hsa-miR-939-3p	0.7314122
hsa-miR-939-5p	1.6302099
hsa-miR-9-3p	96.2856
hsa-miR-940	17.3318
hsa-miR-942-3p	0.16435452
hsa-miR-942-5p	14.6329
hsa-miR-943	0.3329403
hsa-miR-944	87.3934
hsa-miR-95-3p	12.3506
hsa-miR-95-5p	0.27150927
hsa-miR-9-5p	1593.38
hsa-miR-96-5p	38.4923
hsa-miR-98-3p	5.48156
hsa-miR-98-5p	75.8439
hsa-miR-99a-3p	7.97285
hsa-miR-99a-5p	3250.16
hsa-miR-99b-3p	59.125
hsa-miR-99b-5p	34250
