miRNA	Expression_vlue
hsa-miR-142-3p	613.176
hsa-miR-143-3p	95994.2
hsa-miR-143-5p	59.8469
hsa-miR-144-3p	12.5249
hsa-miR-144-5p	145.548
hsa-miR-145-3p	23.605
hsa-miR-145-5p	932.131
hsa-miR-146a-3p	0.6462368
hsa-miR-146a-5p	45.9487
hsa-miR-146b-3p	63.2555
hsa-miR-146b-5p	252.17
hsa-miR-148a-3p	18924.8
hsa-miR-148a-5p	13.8658
hsa-miR-148b-3p	65.28
hsa-miR-148b-5p	0.7005489
hsa-miR-149-3p	0.2273299
hsa-miR-149-5p	118.943
hsa-miR-150-3p	0.7566962
hsa-miR-150-5p	262.139
hsa-miR-151a-3p	1015.66
hsa-miR-151a-5p	99.4612
hsa-miR-151b	2.1453772
hsa-miR-152-3p	192.584
hsa-miR-152-5p	0.5377661
hsa-miR-1537-3p	0.06383111
hsa-miR-155-3p	0.25661155
hsa-miR-155-5p	88.9658
hsa-miR-15a-3p	0.18160203
hsa-miR-15a-5p	70.3917
hsa-miR-15b-3p	11.5185
hsa-miR-15b-5p	64.4731
hsa-miR-16-1-3p	2.8838627
hsa-miR-16-2-3p	2.517861
hsa-miR-16-5p	128.272
hsa-miR-17-3p	215.433
hsa-miR-17-5p	353.365
hsa-miR-181a-3p	204.541
hsa-miR-181a-5p	833.536
hsa-miR-181b-3p	12.1468
hsa-miR-181b-5p	123.362
hsa-miR-181c-3p	25.1607
hsa-miR-181c-5p	19.4775
hsa-miR-181d-3p	0.0782495
hsa-miR-181d-5p	8.44775
hsa-miR-182-3p	0.027123342
hsa-miR-182-5p	11333
hsa-miR-183-3p	0.20764785
hsa-miR-183-5p	2099.78
hsa-miR-184	2.862912
hsa-miR-185-3p	2.093525
hsa-miR-185-5p	82.1195
hsa-miR-186-3p	0.15013112
hsa-miR-186-5p	111.399
hsa-miR-18a-3p	0.43720778
hsa-miR-18a-5p	3.7117
hsa-miR-18b-3p	0.08762625
hsa-miR-18b-5p	0.4938675
hsa-miR-1908-3p	0.0020739644
hsa-miR-1908-5p	0.07770637
hsa-miR-1909-3p	3.9835068E-05
hsa-miR-1909-5p	0.001961298
hsa-miR-190a-5p	3.28905
hsa-miR-190b	8.26928
hsa-miR-1910-3p	0.18057247
hsa-miR-1910-5p	0.06526486
hsa-miR-1913	0.018766399
hsa-miR-191-3p	0.40579037
hsa-miR-1914-5p	0.030538336
hsa-miR-1915-3p	0.035336768
hsa-miR-1915-5p	0.02325929
hsa-miR-191-5p	231.113
hsa-miR-192-3p	0.45313294
hsa-miR-192-5p	134.816
hsa-miR-193a-3p	5.40601
hsa-miR-193a-5p	279.563
hsa-miR-193b-5p	5.03917
hsa-miR-194-3p	0.8540112
hsa-miR-194-5p	55.8236
hsa-miR-195-3p	1.9100292
hsa-miR-195-5p	19.3658
hsa-miR-196b-3p	0.057049502
hsa-miR-196b-5p	302.76
hsa-miR-197-3p	279.077
hsa-miR-197-5p	0.0781083
hsa-miR-1976	4.46579
hsa-miR-199a-3p	714.63
hsa-miR-199a-5p	530.818
hsa-miR-199b-3p	524.993
hsa-miR-19a-3p	10.6833
hsa-miR-19a-5p	0.052152772
hsa-miR-19b-1-5p	3.93898
hsa-miR-19b-2-5p	0.0005372326
hsa-miR-19b-3p	46.3376
hsa-miR-200a-3p	491.819
hsa-miR-200b-3p	359.774
hsa-miR-200b-5p	8.37439
hsa-miR-200c-3p	11254.8
hsa-miR-200c-5p	13.9384
hsa-miR-202-3p	0.14336629
hsa-miR-202-5p	0.3507418
hsa-miR-203a-3p	18136.8
hsa-miR-203a-5p	0.41661153
hsa-miR-203b-3p	13.2439
hsa-miR-204-3p	1.1597578
hsa-miR-204-5p	50.4103
hsa-miR-205-3p	0.5920365
hsa-miR-205-5p	3814.45
hsa-miR-206	136.933
hsa-miR-20a-3p	2.5035458
hsa-miR-20a-5p	238.057
hsa-miR-20b-3p	1.4807027
hsa-miR-20b-5p	86.3204
hsa-miR-210-3p	313.738
hsa-miR-210-5p	0.5096795
hsa-miR-2115-3p	0.19263212
hsa-miR-211-5p	0.6824921
hsa-miR-2116-5p	0.08989394
hsa-miR-212-3p	2.5220821
hsa-miR-21-3p	880.776
hsa-miR-214-5p	17.0254
hsa-miR-215-5p	0.89789177
hsa-miR-21-5p	119239.98
hsa-miR-216b-3p	3.9897917E-05
hsa-miR-218-1-3p	0.3338638
hsa-miR-218-2-3p	0.011384834
hsa-miR-218-5p	26.7871
hsa-miR-219a-5p	3.79949
hsa-miR-219b-3p	0.039049486
hsa-miR-219b-5p	0.041586474
hsa-miR-221-3p	127.966
hsa-miR-221-5p	0.19352651
hsa-miR-222-3p	33.4156
hsa-miR-223-3p	194.238
hsa-miR-22-3p	100630.12
hsa-miR-224-3p	2.804038
hsa-miR-224-5p	13.9531
hsa-miR-22-5p	16.1256
hsa-miR-2276-3p	0.0064970734
hsa-miR-2276-5p	0.07540117
hsa-miR-2277-5p	0.6731478
hsa-miR-2278	0.038949317
hsa-miR-23a-3p	1321.44
hsa-miR-23a-5p	1.839795
hsa-miR-23b-3p	349.551
hsa-miR-23b-5p	0.31972074
hsa-miR-23c	0.82398843
hsa-miR-24-1-5p	7.60535
hsa-miR-24-2-5p	9.26343
hsa-miR-24-3p	425.065
hsa-miR-25-3p	6196.34
hsa-miR-25-5p	0.05068
hsa-miR-2682-5p	0.1305422
hsa-miR-26a-1-3p	1.230068
hsa-miR-26a-2-3p	2.5518534
hsa-miR-26a-5p	484.456
hsa-miR-26b-3p	10.8937
hsa-miR-26b-5p	428.349
hsa-miR-27a-3p	338.711
hsa-miR-27a-5p	7.66995
hsa-miR-27b-3p	899.179
hsa-miR-27b-5p	7.45192
hsa-miR-28-3p	3777.86
hsa-miR-28-5p	66.9996
hsa-miR-296-3p	0.65002506
hsa-miR-296-5p	2.803158
hsa-miR-299-3p	1.290653
hsa-miR-299-5p	2.0930271
hsa-miR-29a-3p	3855.75
hsa-miR-29a-5p	4.02986
hsa-miR-29b-1-5p	1.188424
hsa-miR-29b-2-5p	15.1115
hsa-miR-29b-3p	293.546
hsa-miR-29c-3p	1720.62
hsa-miR-29c-5p	8.84662
hsa-miR-301a-3p	2.6933043
hsa-miR-301a-5p	1.9315567
hsa-miR-301b-3p	0.5362566
hsa-miR-301b-5p	1.913114
hsa-miR-302d-3p	0.1056032
hsa-miR-3064-3p	0.15635109
hsa-miR-3064-5p	0.07425884
hsa-miR-3065-3p	35.192
hsa-miR-3065-5p	1.6925029
hsa-miR-3074-3p	0.0090961846
hsa-miR-3074-5p	2.9422104
hsa-miR-30a-3p	4534.01
hsa-miR-30a-5p	22388.4
hsa-miR-30b-3p	1.6627089
hsa-miR-30b-5p	430.5
hsa-miR-30c-1-3p	0.49381505
hsa-miR-30c-2-3p	96.3685
hsa-miR-30c-5p	140.944
hsa-miR-30d-3p	1.5588262
hsa-miR-30d-5p	5710.93
hsa-miR-30e-3p	2230.69
hsa-miR-30e-5p	2147.74
hsa-miR-3115	0.0091132583
hsa-miR-3116	0.0001726071
hsa-miR-3120-5p	0.0034316118
hsa-miR-3121-3p	3.985808E-05
hsa-miR-3125	0.106912304
hsa-miR-3128	0.009067015
hsa-miR-3129-3p	0.029463605
hsa-miR-3130-3p	0.20378693
hsa-miR-3130-5p	1.8983176
hsa-miR-3135a	0.01613338
hsa-miR-3136-5p	0.15008885
hsa-miR-3137	0.06333646
hsa-miR-3138	0.0058840015
hsa-miR-3139	0.21582073
hsa-miR-31-3p	20.1637
hsa-miR-3140-3p	0.06592539
hsa-miR-3142	4.1600195E-05
hsa-miR-3144-3p	0.0993015
hsa-miR-3145-3p	0.0064238653
hsa-miR-3145-5p	0.040491182
hsa-miR-3146	0.023366745
hsa-miR-3149	0.023346535
hsa-miR-3150a-5p	0.040574463
hsa-miR-3154	0.18988579
hsa-miR-3155a	0.0059174235
hsa-miR-3158-3p	0.12548893
hsa-miR-3158-5p	0.06802306
hsa-miR-3159	0.0006110167
hsa-miR-31-5p	36.6202
hsa-miR-3160-3p	2.9924173E-05
hsa-miR-3161	0.19035706
hsa-miR-3162-3p	2.9029802322E-05
hsa-miR-3162-5p	3.62682209E-05
hsa-miR-3163	0.0005269971
hsa-miR-3168	4.1845102E-05
hsa-miR-3170	0.19025917
hsa-miR-3173-3p	0.0009171983
hsa-miR-3173-5p	0.47438577
hsa-miR-3174	0.063792648
hsa-miR-3176	0.29978987
hsa-miR-3177-3p	0.107041315
hsa-miR-3183	0.09637456
hsa-miR-3187-3p	0.2073007
hsa-miR-3187-5p	0.085174765
hsa-miR-3188	0.075419985
hsa-miR-3189-3p	0.3914109
hsa-miR-3190-3p	0.019859747
hsa-miR-3191-3p	0.08875396
hsa-miR-3191-5p	0.074954
hsa-miR-3192-3p	0.02421465
hsa-miR-3192-5p	0.13685877
hsa-miR-3193	0.2626311
hsa-miR-3194-5p	0.08123765
hsa-miR-3198	0.124996665
hsa-miR-3199	0.14227721
hsa-miR-3200-5p	0.099805196
hsa-miR-3202	0.057673036
hsa-miR-320a	587.3
hsa-miR-320b	1.7097433
hsa-miR-320c	0.4073819
hsa-miR-320e	0.27765465
hsa-miR-32-3p	0.8859261
hsa-miR-324-3p	18.757
hsa-miR-324-5p	9.5707
hsa-miR-32-5p	21.757
hsa-miR-326	1.5884203
hsa-miR-328-5p	0.043633126
hsa-miR-329-3p	0.70446017
hsa-miR-329-5p	0.18832976
hsa-miR-330-3p	2.8983513
hsa-miR-330-5p	42.2676
hsa-miR-331-3p	18.112
hsa-miR-331-5p	0.7479829
hsa-miR-335-3p	110.25
hsa-miR-335-5p	12.267
hsa-miR-337-3p	18.925
hsa-miR-338-3p	1384.68
hsa-miR-338-5p	10.4513
hsa-miR-339-3p	2.74417
hsa-miR-339-5p	52.5269
hsa-miR-33a-3p	1.0838634
hsa-miR-33a-5p	19.8348
hsa-miR-33b-5p	1.3417735
hsa-miR-340-3p	6.93947
hsa-miR-342-3p	49.2748
hsa-miR-342-5p	0.4457511
hsa-miR-345-3p	0.2897608
hsa-miR-345-5p	4.48002
hsa-miR-346	2.0964705
hsa-miR-34a-3p	0.5895859
hsa-miR-34a-5p	75.8744
hsa-miR-34b-3p	1.3924758
hsa-miR-34b-5p	2.7802752
hsa-miR-34c-3p	3.05683
hsa-miR-34c-5p	20.065
hsa-miR-3529-3p	0.062469355
hsa-miR-3529-5p	0.0063352792
hsa-miR-3591-5p	0.005818783
hsa-miR-3605-3p	0.9249311
hsa-miR-3606-5p	0.015119217
hsa-miR-3607-3p	7.20472
hsa-miR-3607-5p	0.15672994
hsa-miR-3609	0.25098132
hsa-miR-3610	0.193072
hsa-miR-3613-3p	0.58713183
hsa-miR-3613-5p	6.02422
hsa-miR-361-3p	35.6836
hsa-miR-3614-3p	0.54584234
hsa-miR-3614-5p	1.072153
hsa-miR-3615	2.79465
hsa-miR-361-5p	144.339
hsa-miR-3620-3p	0.08724366
hsa-miR-3620-5p	0.000569343
hsa-miR-3622a-5p	0.048198566
hsa-miR-3622b-3p	0.057359956
hsa-miR-362-3p	0.9083451
hsa-miR-362-5p	6.79635
hsa-miR-363-3p	9.11843
hsa-miR-363-5p	0.050912654
hsa-miR-3651	0.78757924
hsa-miR-3652	0.015999349
hsa-miR-3653-3p	1.3883215
hsa-miR-3653-5p	1.4381268
hsa-miR-3654	0.0001835578
hsa-miR-3656	0.0004479481
hsa-miR-3657	0.024386915
hsa-miR-3659	0.035884617
hsa-miR-365a-3p	21.0296
hsa-miR-365a-5p	0.22415589
hsa-miR-365b-3p	30.7758
hsa-miR-365b-5p	0.2989289
hsa-miR-3661	0.018536822
hsa-miR-3662	0.22313046
hsa-miR-3667-3p	0.037033984
hsa-miR-3667-5p	0.023339641
hsa-miR-3679-3p	0.005801246
hsa-miR-3679-5p	0.10970899
hsa-miR-3680-5p	0.07219588
hsa-miR-3682-3p	0.23875494
hsa-miR-3688-3p	0.047604768
hsa-miR-3689e	0.004622719
hsa-miR-3691-5p	0.13821777
hsa-miR-3692-3p	0.04143129
hsa-miR-369-3p	5.17287
hsa-miR-369-5p	1.7273712
hsa-miR-370-3p	4.50365
hsa-miR-374a-3p	632.185
hsa-miR-374a-5p	20.3774
hsa-miR-374b-3p	1.4381945
hsa-miR-374b-5p	27.679
hsa-miR-374c-3p	0.016405999
hsa-miR-374c-5p	0.44573202
hsa-miR-375	9461.39
hsa-miR-376a-3p	1.0335728
hsa-miR-376a-5p	0.88104067
hsa-miR-376b-5p	0.8153821
hsa-miR-376c-3p	8.98984
hsa-miR-376c-5p	0.5976696
hsa-miR-378a-3p	699.677
hsa-miR-378a-5p	120.906
hsa-miR-378b	0.0091605214
hsa-miR-378c	7.71474
hsa-miR-378d	0.38088165
hsa-miR-378f	0.100453996
hsa-miR-378g	0.040627872
hsa-miR-378h	4.0771917E-05
hsa-miR-378i	0.12925166
hsa-miR-381-3p	41.9978
hsa-miR-382-3p	1.366929
hsa-miR-382-5p	15.6122
hsa-miR-3907	4.020861626E-05
hsa-miR-3909	0.23962931
hsa-miR-3911	0.047671313
hsa-miR-3913-3p	0.14920479
hsa-miR-3916	0.015059182
hsa-miR-3917	0.3530545
hsa-miR-3920	0.004302986
hsa-miR-3923	1.2709791
hsa-miR-3934-3p	0.7297011
hsa-miR-3934-5p	0.24391436
hsa-miR-3936	0.098651
hsa-miR-3938	0.018999255
hsa-miR-3939	0.050525876
hsa-miR-3940-3p	0.10404577
hsa-miR-3940-5p	0.19982247
hsa-miR-3942-3p	0.0118107095
hsa-miR-3944-3p	0.08206372
hsa-miR-3944-5p	0.006192423
hsa-miR-409-3p	8.6614
hsa-miR-409-5p	7.74765
hsa-miR-410-5p	0.17349722
hsa-miR-411-3p	3.82795
hsa-miR-421	1.4052257
hsa-miR-422a	0.0066973586
hsa-miR-423-3p	84.2009
hsa-miR-423-5p	35.3482
hsa-miR-424-5p	50.3594
hsa-miR-425-3p	5.14843
hsa-miR-425-5p	170.916
hsa-miR-4284	0.057404292
hsa-miR-429	149.69
hsa-miR-431-3p	4.77388
hsa-miR-431-5p	0.74905264
hsa-miR-432-3p	0.04229094
hsa-miR-432-5p	10.159
hsa-miR-4326	2.1413812
hsa-miR-4419b	0.0022672868
hsa-miR-4422	0.06343868
hsa-miR-4429	0.0039133124
hsa-miR-4430	0.0037457664
hsa-miR-4443	0.10335595
hsa-miR-4444	0.16182288
hsa-miR-4446-3p	0.11812525
hsa-miR-4449	0.4835755
hsa-miR-4454	1.0767729
hsa-miR-4461	0.19778008
hsa-miR-4466	0.009020977
hsa-miR-4469	0.09230941
hsa-miR-4479	0.08118122
hsa-miR-4482-5p	0.041609644
hsa-miR-4484	0.065353376
hsa-miR-4488	0.052128616
hsa-miR-448	0.05207405
hsa-miR-4492	0.035600296
hsa-miR-449a	2.4368342
hsa-miR-4507	2.011920929E-05
hsa-miR-450b-3p	0.10987298
hsa-miR-4510	0.12848584
hsa-miR-4512	0.0003662499
hsa-miR-4515	0.15237436
hsa-miR-4516	0.0166219795
hsa-miR-4517	0.018359266
hsa-miR-451a	206.11
hsa-miR-4521	0.24255833
hsa-miR-4523	0.13094129
hsa-miR-4525	0.0046948975
hsa-miR-452-5p	17.8813
hsa-miR-4532	0.016021704
hsa-miR-4536-3p	0.078158474
hsa-miR-4536-5p	0.5207833
hsa-miR-454-3p	2.7084185
hsa-miR-454-5p	0.18188628
hsa-miR-455-3p	58.7385
hsa-miR-455-5p	29.9264
hsa-miR-4632-3p	0.1550261
hsa-miR-4638-3p	0.43396686
hsa-miR-4638-5p	0.03679723
hsa-miR-4639-3p	0.19353663
hsa-miR-4639-5p	8.562826E-05
hsa-miR-4640-3p	0.15534521
hsa-miR-4640-5p	0.09983433
hsa-miR-4641	0.063982926
hsa-miR-4646-3p	0.02618282
hsa-miR-4646-5p	0.019650737
hsa-miR-4647	0.07486968
hsa-miR-4651	0.019832014
hsa-miR-4652-5p	1.3974286
hsa-miR-4653-5p	0.0014500173
hsa-miR-4657	0.04948174
hsa-miR-4658	0.036302777
hsa-miR-4660	0.091577264
hsa-miR-4664-3p	0.058460447
hsa-miR-4664-5p	0.10486093
hsa-miR-4665-5p	0.081781
hsa-miR-4667-5p	0.0006104967
hsa-miR-4669	0.051512675
hsa-miR-466	0.011333001
hsa-miR-4676-3p	0.068978766
hsa-miR-4680-3p	0.035670335
hsa-miR-4683	0.126761505
hsa-miR-4685-3p	0.18752772
hsa-miR-4687-3p	0.0003195098
hsa-miR-4687-5p	0.03751321
hsa-miR-4690-5p	0.005884213
hsa-miR-4691-3p	0.0919723
hsa-miR-4695-5p	2.111920929E-05
hsa-miR-4699-3p	0.09858035
hsa-miR-4700-3p	0.0022589285
hsa-miR-4700-5p	0.030074215
hsa-miR-4707-3p	0.09906475
hsa-miR-4707-5p	0.03068493
hsa-miR-4709-3p	0.45817863
hsa-miR-4709-5p	0.019925359
hsa-miR-4712-3p	0.0003351528
hsa-miR-4713-5p	0.11104909
hsa-miR-4714-3p	0.14954866
hsa-miR-4714-5p	0.030266903
hsa-miR-4723-3p	0.01609321
hsa-miR-4723-5p	0.011134657
hsa-miR-4724-5p	0.11390824
hsa-miR-4726-5p	0.11856227
hsa-miR-4727-3p	0.0023057155
hsa-miR-4728-3p	0.921442
hsa-miR-4729	2.408940697E-05
hsa-miR-4732-5p	0.05702696
hsa-miR-4734	0.04651091
hsa-miR-4738-3p	0.057276526
hsa-miR-4740-5p	0.04978078
hsa-miR-4741	0.10971355
hsa-miR-4743-5p	0.05489425
hsa-miR-4745-3p	0.063759988
hsa-miR-4745-5p	0.047609818
hsa-miR-4746-5p	1.4614149
hsa-miR-4748	0.011619342
hsa-miR-4749-5p	0.055035322
hsa-miR-4750-5p	0.0003818796
hsa-miR-4751	4.0616417E-05
hsa-miR-4753-3p	0.0056277095
hsa-miR-4753-5p	0.07748169
hsa-miR-4755-3p	0.009417335
hsa-miR-4755-5p	0.016683813
hsa-miR-4757-5p	0.0963164
hsa-miR-4758-3p	0.11260312
hsa-miR-4758-5p	0.09320953
hsa-miR-4761-5p	3.3328127E-05
hsa-miR-4762-5p	0.048218014
hsa-miR-4763-3p	0.011339164
hsa-miR-4763-5p	0.036388893
hsa-miR-4764-5p	4.3162592E-05
hsa-miR-4766-5p	0.018230725
hsa-miR-4769-5p	0.0007326523
hsa-miR-4775	0.23584463
hsa-miR-4777-3p	0.21198587
hsa-miR-4778-5p	0.0036840918
hsa-miR-4779	2.508940697E-05
hsa-miR-4783-3p	4.1205673E-05
hsa-miR-4784	0.34816064
hsa-miR-4785	0.18009996
hsa-miR-4786-3p	0.005552044
hsa-miR-4786-5p	0.13131418
hsa-miR-4792	0.04190242
hsa-miR-4793-3p	0.026441878
hsa-miR-4795-5p	2.608940697E-05
hsa-miR-4797-3p	0.15264582
hsa-miR-4800-3p	0.084375
hsa-miR-4800-5p	0.14870913
hsa-miR-4802-3p	0.08432784
hsa-miR-4802-5p	0.03683027
hsa-miR-4803	0.0008755512
hsa-miR-4804-3p	0.043007052
hsa-miR-483-3p	0.61860256
hsa-miR-483-5p	1.1857399
hsa-miR-484	47.5136
hsa-miR-485-3p	51.6551
hsa-miR-485-5p	0.6583761
hsa-miR-486-3p	0.42269268
hsa-miR-486-5p	48.726
hsa-miR-487b-3p	5.90355
hsa-miR-487b-5p	0.14332047
hsa-miR-488-5p	0.22418031
hsa-miR-491-3p	0.38986377
hsa-miR-493-3p	2.9610352
hsa-miR-494-5p	0.07507484
hsa-miR-495-5p	0.20551898
hsa-miR-497-3p	0.07505441
hsa-miR-497-5p	14.6332
hsa-miR-4999-3p	0.08152428
hsa-miR-499a-5p	0.27952712
hsa-miR-5000-3p	0.67916955
hsa-miR-5000-5p	0.0660529
hsa-miR-5001-3p	0.14674785
hsa-miR-5001-5p	0.11475086
hsa-miR-5002-3p	0.026234778
hsa-miR-5003-3p	0.26377818
hsa-miR-5004-3p	0.023525836
hsa-miR-5006-3p	0.003326144
hsa-miR-5009-5p	0.026579999
hsa-miR-500a-3p	127.558
hsa-miR-500a-5p	2.5309364
hsa-miR-5010-3p	0.47146515
hsa-miR-5010-5p	0.02568216
hsa-miR-501-3p	14.2817
hsa-miR-501-5p	1.1379604
hsa-miR-502-5p	0.52044904
hsa-miR-503-3p	0.24869586
hsa-miR-503-5p	6.65692
hsa-miR-504-3p	0.0866268
hsa-miR-504-5p	0.8553772
hsa-miR-505-3p	16.4791
hsa-miR-505-5p	2.852
hsa-miR-508-3p	10.8295
hsa-miR-5088-3p	0.037422716
hsa-miR-5088-5p	0.032411956
hsa-miR-5089-3p	3.3212162E-05
hsa-miR-5089-5p	0.06518456
hsa-miR-5090	0.26611296
hsa-miR-509-3p	7.34868
hsa-miR-5094	0.0042979955
hsa-miR-509-5p	0.0026978817
hsa-miR-5100	0.037555353
hsa-miR-510-3p	0.01813445
hsa-miR-516a-5p	2.913328
hsa-miR-517-5p	0.08490712
hsa-miR-517a-3p	1.0657967
hsa-miR-517c-3p	0.17486381
hsa-miR-5187-3p	0.07201341
hsa-miR-5187-5p	0.26485042
hsa-miR-5189-3p	0.0047332667
hsa-miR-5189-5p	4.1937452E-05
hsa-miR-518a-5p	1.1961571
hsa-miR-518c-3p	11.3759
hsa-miR-518c-5p	0.16200183
hsa-miR-518d-3p	0.016012204
hsa-miR-518f-5p	3.58838
hsa-miR-5190	0.009179194
hsa-miR-5193	0.13751949
hsa-miR-5194	0.011179522
hsa-miR-519a-3p	0.60767844
hsa-miR-519a-5p	1.9319935
hsa-miR-520a-3p	4.31593
hsa-miR-520d-3p	0.023829078
hsa-miR-520f-5p	0.0008108669
hsa-miR-527	0.44049672
hsa-miR-532-3p	8.99367
hsa-miR-532-5p	705.228
hsa-miR-539-5p	12.7423
hsa-miR-542-3p	123.409
hsa-miR-542-5p	1.0161378
hsa-miR-543	0.5907573
hsa-miR-545-3p	0.15563801
hsa-miR-545-5p	0.1439361
hsa-miR-548ab	0.011693179
hsa-miR-548ai	0.009318229
hsa-miR-548al	0.0028544815
hsa-miR-548ar-3p	0.0034795015
hsa-miR-548ax	0.0034360686
hsa-miR-548ay-3p	0.051023973
hsa-miR-548b-3p	1.059959
hsa-miR-548b-5p	0.015309508
hsa-miR-548d-3p	0.08208764
hsa-miR-548f-3p	0.17251751
hsa-miR-548j-3p	0.050012886
hsa-miR-548j-5p	0.27475952
hsa-miR-548k	0.2027075
hsa-miR-548l	0.030255684
hsa-miR-548o-3p	0.4413701
hsa-miR-548q	0.090745435
hsa-miR-548t-5p	0.059193187
hsa-miR-548v	0.4336298
hsa-miR-548x-3p	0.024351973
hsa-miR-548y	0.14008777
hsa-miR-550a-3p	0.48804295
hsa-miR-550a-5p	0.84765485
hsa-miR-550b-3p	0.0024702975
hsa-miR-551b-3p	5.95728
hsa-miR-551b-5p	0.052300804
hsa-miR-552-3p	0.09801038
hsa-miR-552-5p	0.6250297
hsa-miR-5582-3p	0.030729916
hsa-miR-5584-5p	0.12089282
hsa-miR-5585-5p	0.042978124
hsa-miR-5587-3p	1.717881393E-05
hsa-miR-5588-3p	0.073839074
hsa-miR-5588-5p	0.02419555
hsa-miR-5680	0.068269305
hsa-miR-5684	0.2392689
hsa-miR-5690	0.062955775
hsa-miR-5695	0.05051215
hsa-miR-5703	0.11102398
hsa-miR-570-3p	0.43504182
hsa-miR-570-5p	0.015957603
hsa-miR-5708	0.19818657
hsa-miR-572	0.0058940015
