miRNA	Expression_vlue
hsa-miR-574-3p	88.0742
hsa-miR-574-5p	4.0768673E-05
hsa-miR-578	0.07648758
hsa-miR-579-3p	0.11087024
hsa-miR-579-5p	0.15412544
hsa-miR-581	0.15666788
hsa-miR-582-5p	13.341
hsa-miR-584-3p	0.22980613
hsa-miR-584-5p	222.393
hsa-miR-586	0.000019149
hsa-miR-590-3p	1.1088273
hsa-miR-590-5p	6.39842
hsa-miR-592	3.19456
hsa-miR-598-3p	22.5873
hsa-miR-598-5p	0.12856915
hsa-miR-600	0.0017005032
hsa-miR-603	0.015960185
hsa-miR-607	0.16426319
hsa-miR-610	4.0626451E-05
hsa-miR-6125	0.08628614
hsa-miR-6129	0.03706416
hsa-miR-612	0.038398642
hsa-miR-6130	0.018387982
hsa-miR-615-3p	0.10943172
hsa-miR-615-5p	0.05498071
hsa-miR-616-3p	0.53005825
hsa-miR-616-5p	1.2795529
hsa-miR-618	0.5969576
hsa-miR-624-3p	0.015914548
hsa-miR-624-5p	0.80394395
hsa-miR-627-5p	0.67326534
hsa-miR-628-3p	1.5339645
hsa-miR-628-5p	10.0192
hsa-miR-629-3p	1.0872252
hsa-miR-629-5p	40.5286
hsa-miR-632	0.09538279
hsa-miR-636	0.17091371
hsa-miR-641	0.02605866
hsa-miR-642a-5p	1.4824337
hsa-miR-642b-5p	0.0013881503
hsa-miR-643	0.20548898
hsa-miR-6501-3p	0.049706114
hsa-miR-6501-5p	0.15405262
hsa-miR-6505-3p	0.02944867
hsa-miR-6509-3p	0.019033931
hsa-miR-6513-3p	0.11851004
hsa-miR-6513-5p	0.04728613
hsa-miR-6514-3p	0.029530614
hsa-miR-6514-5p	0.19834955
hsa-miR-6515-5p	0.18758025
hsa-miR-651-5p	1.3492501
hsa-miR-6516-3p	0.1168623
hsa-miR-6516-5p	0.11266745
hsa-miR-652-3p	9.89673
hsa-miR-652-5p	0.20278068
hsa-miR-654-3p	29.4395
hsa-miR-654-5p	1.0724839
hsa-miR-655-3p	4.40715
hsa-miR-660-3p	0.23668213
hsa-miR-660-5p	40.8636
hsa-miR-664a-3p	16.8755
hsa-miR-664a-5p	1.0545838
hsa-miR-664b-3p	4.91345
hsa-miR-664b-5p	0.25426603
hsa-miR-665	0.08323677
hsa-miR-671-3p	2.9936412
hsa-miR-671-5p	2.92292
hsa-miR-6720-3p	1.3852028
hsa-miR-6720-5p	0.041178205
hsa-miR-6721-5p	0.011706785
hsa-miR-6723-5p	0.06218431
hsa-miR-6726-5p	0.002190207
hsa-miR-6727-5p	0.019914216
hsa-miR-6728-3p	5.518681E-05
hsa-miR-6728-5p	0.041833917
hsa-miR-6729-5p	0.04167684
hsa-miR-6730-3p	0.12544568
hsa-miR-6730-5p	0.025676217
hsa-miR-6733-5p	0.000253739
hsa-miR-6734-5p	0.12403007
hsa-miR-6735-5p	0.07763602
hsa-miR-6737-3p	0.02579671
hsa-miR-6738-3p	0.018796463
hsa-miR-6739-3p	0.10581776
hsa-miR-6740-3p	0.04176887
hsa-miR-6741-5p	0.0003118969
hsa-miR-6742-3p	0.0009263311
hsa-miR-6742-5p	0.000044103
hsa-miR-6743-3p	0.051593243
hsa-miR-6746-3p	0.099428176
hsa-miR-6746-5p	0.014991348
hsa-miR-6747-3p	0.099813226
hsa-miR-6748-5p	0.13699125
hsa-miR-6749-3p	0.016119088
hsa-miR-6750-5p	0.0022546532
hsa-miR-6751-5p	0.029789824
hsa-miR-6752-3p	4.120861626E-05
hsa-miR-675-3p	52.0058
hsa-miR-6754-3p	0.008681409
hsa-miR-6754-5p	0.025641096
hsa-miR-6755-5p	0.35531563
hsa-miR-675-5p	0.091768195
hsa-miR-6757-5p	0.0056834236
hsa-miR-6758-3p	0.0198874
hsa-miR-6758-5p	2.88940697E-05
hsa-miR-6761-3p	0.0037404454
hsa-miR-6761-5p	0.5268331
hsa-miR-6763-3p	3.723841858E-05
hsa-miR-6763-5p	0.050783345
hsa-miR-676-3p	0.6230778
hsa-miR-6764-3p	0.049534594
hsa-miR-6764-5p	0.19737592
hsa-miR-676-5p	0.15584125
hsa-miR-6766-3p	0.048857886
hsa-miR-6770-3p	0.05301034
hsa-miR-6771-5p	0.011323802
hsa-miR-6777-3p	0.0089462393
hsa-miR-6777-5p	0.13074973
hsa-miR-6779-5p	0.055739733
hsa-miR-6782-3p	0.032334436
hsa-miR-6783-3p	0.046805254
hsa-miR-6783-5p	0.03788254
hsa-miR-6784-3p	0.024295822
hsa-miR-6785-5p	0.0066979384
hsa-miR-6786-3p	0.099572645
hsa-miR-6787-3p	0.1828889
hsa-miR-6787-5p	0.015976302
hsa-miR-6788-5p	0.043040364
hsa-miR-6789-5p	3.3523464E-05
hsa-miR-6791-3p	0.011223981
hsa-miR-6793-3p	0.04074355
hsa-miR-6793-5p	0.04146027
hsa-miR-6796-5p	0.0006524254
hsa-miR-6797-3p	0.05720791
hsa-miR-6797-5p	5.156745E-05
hsa-miR-6798-3p	0.1698225
hsa-miR-6799-3p	0.011700901
hsa-miR-6800-3p	0.018175574
hsa-miR-6800-5p	0.024384057
hsa-miR-6801-5p	0.0031071592
hsa-miR-6802-3p	0.17403344
hsa-miR-6802-5p	0.005389849
hsa-miR-6803-3p	0.19828692
hsa-miR-6804-3p	0.02963108
hsa-miR-6804-5p	0.011261343
hsa-miR-6805-3p	0.000042183
hsa-miR-6805-5p	0.07645589
hsa-miR-6807-3p	0.018695188
hsa-miR-6807-5p	0.06981834
hsa-miR-6809-3p	0.07543624
hsa-miR-6809-5p	2.8059604645E-05
hsa-miR-6812-3p	0.17023021
hsa-miR-6815-3p	0.25528806
hsa-miR-6815-5p	0.058497236
hsa-miR-6818-5p	0.08155535
hsa-miR-6819-3p	0.000326467
hsa-miR-6820-3p	0.3672795
hsa-miR-6821-5p	0.03564624
hsa-miR-6824-3p	0.02000507
hsa-miR-6824-5p	0.023907015
hsa-miR-6825-3p	0.050845467
hsa-miR-6826-3p	0.023786656
hsa-miR-6830-3p	0.0017737113
hsa-miR-6831-5p	0.049571672
hsa-miR-6832-3p	0.011799818
hsa-miR-6832-5p	0.000042848
hsa-miR-6833-3p	0.08979439
hsa-miR-6833-5p	1.320861626E-05
hsa-miR-6834-3p	3.0029802322E-05
hsa-miR-6834-5p	0.022859072
hsa-miR-6837-3p	0.7156121
hsa-miR-6837-5p	0.107011976
hsa-miR-6839-5p	0.090276416
hsa-miR-6840-5p	0.0042103333
hsa-miR-6842-5p	0.0003149497
hsa-miR-6843-3p	0.20403874
hsa-miR-6847-3p	4.1679266E-05
hsa-miR-6847-5p	0.023445297
hsa-miR-6848-3p	0.0002591763
hsa-miR-6848-5p	0.0005907841
hsa-miR-6850-3p	4.2527311E-05
hsa-miR-6850-5p	0.089820126
hsa-miR-6851-5p	0.0035564647
hsa-miR-6852-3p	2.708940697E-05
hsa-miR-6852-5p	0.11263003
hsa-miR-6855-3p	0.0034267676
hsa-miR-6855-5p	0.063345653
hsa-miR-6858-5p	0.0032145506
hsa-miR-6864-5p	3.823841858E-05
hsa-miR-6866-3p	0.0056358916
hsa-miR-6867-5p	0.05092671
hsa-miR-6869-5p	0.11981476
hsa-miR-6870-3p	0.016566325
hsa-miR-6871-3p	0.019831475
hsa-miR-6871-5p	0.025216006
hsa-miR-6873-3p	0.016633943
hsa-miR-6873-5p	2.211920929E-05
hsa-miR-6874-3p	0.09019169
hsa-miR-6875-3p	0.0002534277
hsa-miR-6875-5p	0.31691826
hsa-miR-6876-5p	3.923841858E-05
hsa-miR-6880-3p	0.096382736
hsa-miR-6880-5p	3.1029802322E-05
hsa-miR-6882-3p	0.041588014
hsa-miR-6882-5p	0.03899377
hsa-miR-6883-3p	0.12554649
hsa-miR-6883-5p	1.420861626E-05
hsa-miR-6884-3p	0.018615006
hsa-miR-6884-5p	0.067819985
hsa-miR-6885-3p	0.03582336
hsa-miR-6885-5p	0.0014865685
hsa-miR-6886-5p	3.37949295E-05
hsa-miR-6890-5p	0.0006696644
hsa-miR-6891-5p	0.011151995
hsa-miR-6892-3p	1.520861626E-05
hsa-miR-6892-5p	2.3722126
hsa-miR-6893-3p	0.000029298
hsa-miR-6894-3p	0.123221605
hsa-miR-6894-5p	0.041564437
hsa-miR-6895-3p	0.058753093
hsa-miR-708-3p	57.6698
hsa-miR-708-5p	24.0199
hsa-miR-7106-3p	0.0039725134
hsa-miR-7106-5p	1.620861626E-05
hsa-miR-7108-3p	3.0864569E-05
hsa-miR-7109-3p	0.0046357264
hsa-miR-7110-3p	0.09905776
hsa-miR-7111-3p	0.0018828907
hsa-miR-7112-3p	0.06810712
hsa-miR-7114-3p	0.030623286
hsa-miR-7114-5p	0.0090159137
hsa-miR-7-1-3p	10.3222
hsa-miR-7-2-3p	0.2230329
hsa-miR-744-3p	10.6043
hsa-miR-744-5p	13.5824
hsa-miR-7-5p	0.53491736
hsa-miR-760	0.40767228
hsa-miR-7641	0.18472096
hsa-miR-765	0.018702211
hsa-miR-766-3p	2.54201
hsa-miR-766-5p	0.10406224
hsa-miR-767-3p	0.5679387
hsa-miR-769-3p	0.5552671
hsa-miR-769-5p	9.66706
hsa-miR-7703	0.016517125
hsa-miR-7704	4.1381544E-05
hsa-miR-770-5p	0.09224547
hsa-miR-7843-3p	0.031834933
hsa-miR-7844-5p	0.005525983
hsa-miR-7851-3p	0.0054104856
hsa-miR-7854-3p	0.17100954
hsa-miR-8072	0.0039882626
hsa-miR-873-3p	0.053063074
hsa-miR-873-5p	0.6625198
hsa-miR-874-3p	17.5744
hsa-miR-874-5p	0.5882914
hsa-miR-876-3p	0.0089251226
hsa-miR-877-3p	0.33213718
hsa-miR-877-5p	1.0931484
hsa-miR-887-3p	4.20555
hsa-miR-887-5p	1.0179688
hsa-miR-889-3p	24.0646
hsa-miR-892a	7.2088
hsa-miR-92a-1-5p	0.72806574
hsa-miR-92a-2-5p	0.03561131
hsa-miR-92a-3p	3267.3
hsa-miR-92b-3p	32.4942
hsa-miR-92b-5p	0.15356973
hsa-miR-933	0.023612067
hsa-miR-93-3p	6.5477
hsa-miR-935	3.25177
hsa-miR-93-5p	4335.25
hsa-miR-937-3p	0.8634806
hsa-miR-937-5p	0.016559309
hsa-miR-939-3p	0.016524473
hsa-miR-939-5p	0.23774236
hsa-miR-9-3p	11.8243
hsa-miR-940	0.43092628
hsa-miR-942-3p	0.20372034
hsa-miR-942-5p	2.0249402
hsa-miR-943	0.019849528
hsa-miR-944	38.4417
hsa-miR-95-3p	0.9810669
hsa-miR-95-5p	0.0014393643
hsa-miR-9-5p	11802.7
hsa-miR-96-5p	9.51924
hsa-miR-98-3p	0.83180316
hsa-miR-98-5p	22.0402
hsa-miR-99a-3p	1.400326
hsa-miR-99a-5p	1032.02
hsa-miR-99b-3p	43.2559
hsa-miR-99b-5p	18054.8
