miRNA	Expression_vlue
hsa-miR-3591-5p	0.19531167
hsa-miR-3605-3p	2.4005628
hsa-miR-3606-5p	0.06983678
hsa-miR-3607-3p	12.5063
hsa-miR-3607-5p	0.03235785
hsa-miR-3609	0.8839582
hsa-miR-3610	0.3697641
hsa-miR-3612	0.0391282
hsa-miR-3613-3p	0.45791473
hsa-miR-3613-5p	2.5573667
hsa-miR-361-3p	66.7625
hsa-miR-3614-3p	0.6468981
hsa-miR-3614-5p	1.4083331
hsa-miR-3615	4.02928
hsa-miR-361-5p	69.8983
hsa-miR-3619-3p	0.10833869
hsa-miR-3619-5p	0.10847333
hsa-miR-3620-3p	0.112790776
hsa-miR-3620-5p	0.06390827
hsa-miR-3622a-5p	0.20385678
hsa-miR-362-3p	0.9072189
hsa-miR-362-5p	4.57882
hsa-miR-363-3p	10.0478
hsa-miR-363-5p	2.5939091
hsa-miR-3651	0.73170935
hsa-miR-3652	0.087091035
hsa-miR-3653-3p	1.6229524
hsa-miR-3653-5p	0.4982494
hsa-miR-3654	0.055126785
hsa-miR-3656	0.0121315975
hsa-miR-3657	0.0022797441
hsa-miR-3659	0.013811667
hsa-miR-365a-3p	22.8302
hsa-miR-365a-5p	0.90971566
hsa-miR-365b-3p	66.0527
hsa-miR-3661	0.00742204
hsa-miR-3662	0.109185976
hsa-miR-3667-3p	0.06403772
hsa-miR-3667-5p	0.108299486
hsa-miR-3679-3p	0.0809844
hsa-miR-3679-5p	0.02872105
hsa-miR-3680-5p	0.019635126
hsa-miR-3682-3p	0.9085631
hsa-miR-3688-3p	0.12257727
hsa-miR-3691-3p	0.033322188
hsa-miR-3691-5p	0.43730944
hsa-miR-3692-3p	0.0030189964
hsa-miR-369-3p	9.6538
hsa-miR-369-5p	1.7688507
hsa-miR-370-3p	4.03071
hsa-miR-374a-3p	644.398
hsa-miR-374a-5p	14.5289
hsa-miR-374b-3p	0.95448597
hsa-miR-374b-5p	14.8537
hsa-miR-374c-3p	0.038811547
hsa-miR-374c-5p	1.0231865
hsa-miR-375	382.488
hsa-miR-376a-3p	0.5184063
hsa-miR-376a-5p	1.2279027
hsa-miR-376b-5p	0.54765745
hsa-miR-376c-3p	9.14498
hsa-miR-376c-5p	0.20945451
hsa-miR-378a-3p	945.317
hsa-miR-378a-5p	90.4613
hsa-miR-378b	0.1227498
hsa-miR-378c	16.3409
hsa-miR-378d	0.98299014
hsa-miR-378f	0.5100092
hsa-miR-378g	0.035011374
hsa-miR-378h	3.9771917E-05
hsa-miR-378i	0.32172643
hsa-miR-381-3p	123.298
hsa-miR-382-3p	1.1675515
hsa-miR-382-5p	8.09941
hsa-miR-3907	4.4861626E-07
hsa-miR-3909	0.36685376
hsa-miR-3911	0.090755786
hsa-miR-3913-3p	0.12272991
hsa-miR-3916	0.0020069227
hsa-miR-3917	0.46565554
hsa-miR-3920	0.05315763
hsa-miR-3923	0.24500856
hsa-miR-3934-3p	1.230134
hsa-miR-3934-5p	0.6395371
hsa-miR-3936	0.0055463363
hsa-miR-3939	0.105254255
hsa-miR-3940-3p	0.48330327
hsa-miR-3940-5p	0.6517973
hsa-miR-3941	0.0003763098
hsa-miR-3942-3p	0.034806612
hsa-miR-3944-3p	0.16297739
hsa-miR-3944-5p	0.041696246
hsa-miR-409-3p	5.72494
hsa-miR-409-5p	4.98666
hsa-miR-410-5p	0.15900158
hsa-miR-411-3p	1.9722278
hsa-miR-421	0.6366749
hsa-miR-422a	0.07126347
hsa-miR-423-3p	15.0693
hsa-miR-423-5p	19.9811
hsa-miR-424-5p	27.4109
hsa-miR-425-3p	2.8685315
hsa-miR-4284	0.0003329506
hsa-miR-429	98.2257
hsa-miR-431-3p	6.27899
hsa-miR-431-5p	1.0789532
hsa-miR-432-3p	0.0033425115
hsa-miR-432-5p	3.77223
hsa-miR-4326	1.8030158
hsa-miR-4419b	0.029086877
hsa-miR-4422	0.0047445343
hsa-miR-4430	0.0005894362
hsa-miR-4443	0.73259575
hsa-miR-4444	0.24799397
hsa-miR-4446-3p	0.44607776
hsa-miR-4449	1.092454
hsa-miR-4454	6.98077
hsa-miR-4461	0.2885063
hsa-miR-4466	0.027637785
hsa-miR-4469	0.34621584
hsa-miR-4479	0.03361749
hsa-miR-4482-5p	0.27113814
hsa-miR-4484	0.12830814
hsa-miR-4488	0.11930757
hsa-miR-448	0.020232024
hsa-miR-4492	0.0001716203
hsa-miR-4494	0.015057894
hsa-miR-4498	0.05784988
hsa-miR-449b-5p	0.08062217
hsa-miR-4504	6.713754E-05
hsa-miR-4507	4.4920929E-07
hsa-miR-4510	0.445395
hsa-miR-4515	0.11928583
hsa-miR-4516	0.024439904
hsa-miR-4517	0.045518815
hsa-miR-451a	1368.83
hsa-miR-4521	0.2997383
hsa-miR-4523	0.040910217
hsa-miR-4525	0.033564395
hsa-miR-452-5p	35.5314
hsa-miR-4532	0.038614864
hsa-miR-4536-3p	0.084838006
hsa-miR-4536-5p	0.069566805
hsa-miR-454-3p	1.7187023
hsa-miR-454-5p	0.17168657
hsa-miR-455-3p	134.119
hsa-miR-455-5p	17.7535
hsa-miR-4632-3p	0.19168914
hsa-miR-4638-3p	0.47148834
hsa-miR-4638-5p	0.13292247
hsa-miR-4639-5p	8.7744225E-05
hsa-miR-4640-3p	0.3174847
hsa-miR-4640-5p	0.1603099
hsa-miR-4646-3p	0.106465395
hsa-miR-4646-5p	0.04161472
hsa-miR-4647	0.11062329
hsa-miR-4651	0.047612448
hsa-miR-4652-3p	0.015756096
hsa-miR-4652-5p	1.86725
hsa-miR-4653-5p	0.024696578
hsa-miR-4657	0.08043899
hsa-miR-4658	0.11912856
hsa-miR-4660	0.13505172
hsa-miR-4664-3p	0.50302356
hsa-miR-4664-5p	0.16488242
hsa-miR-4665-5p	0.195537
hsa-miR-4669	0.004744342
hsa-miR-466	0.0053608953
hsa-miR-4672	0.0067412272
hsa-miR-4676-3p	0.028947713
hsa-miR-4680-3p	0.1507322
hsa-miR-4683	0.09793436
hsa-miR-4685-3p	0.47706218
hsa-miR-4687-3p	0.09078828
hsa-miR-4687-5p	0.008440559
hsa-miR-4689	0.047302143
hsa-miR-4690-3p	0.007049142
hsa-miR-4690-5p	0.0704076
hsa-miR-4695-5p	4.5920929E-07
hsa-miR-4699-3p	0.019462786
hsa-miR-4700-3p	0.019666028
hsa-miR-4700-5p	0.040212133
hsa-miR-4707-3p	0.18879642
hsa-miR-4707-5p	0.19716952
hsa-miR-4709-3p	0.6150962
hsa-miR-4709-5p	0.019746786
hsa-miR-4713-5p	0.1449514
hsa-miR-4714-3p	0.034717072
hsa-miR-4714-5p	0.16375414
hsa-miR-4722-5p	0.2222262
hsa-miR-4723-3p	0.019648382
hsa-miR-4723-5p	0.004832134
hsa-miR-4724-5p	0.25265214
hsa-miR-4726-5p	0.14192588
hsa-miR-4727-3p	0.008354327
hsa-miR-4728-3p	0.5367985
hsa-miR-4728-5p	0.0041802431
hsa-miR-4729	9.160697E-08
hsa-miR-4730	0.023609588
hsa-miR-4732-5p	0.060297048
hsa-miR-4734	0.0041652688
hsa-miR-4738-3p	0.110567824
hsa-miR-4740-5p	0.17775819
hsa-miR-4741	0.19923712
hsa-miR-4742-5p	0.0008158011
hsa-miR-4743-5p	0.07769992
hsa-miR-4745-3p	0.49358945
hsa-miR-4745-5p	0.02374949
hsa-miR-4746-5p	1.1863495
hsa-miR-4748	0.013728263
hsa-miR-4750-5p	0.029273784
hsa-miR-4751	0.14287736
hsa-miR-4753-3p	0.1758921
hsa-miR-4753-5p	0.06116053
hsa-miR-4755-3p	0.11931499
hsa-miR-4755-5p	0.1227324
hsa-miR-4757-5p	0.051886494
hsa-miR-4758-3p	0.028178939
hsa-miR-4758-5p	0.030501272
hsa-miR-4761-5p	3.1328127E-05
hsa-miR-4762-5p	0.1737125
hsa-miR-4763-3p	0.004792589
hsa-miR-4763-5p	0.18160775
hsa-miR-4764-5p	4.2162592E-05
hsa-miR-4766-5p	0.06942183
hsa-miR-4775	0.24639139
hsa-miR-4777-3p	0.020408093
hsa-miR-4778-5p	0.07653843
hsa-miR-4779	9.170697E-08
hsa-miR-4783-3p	4.0205673E-05
hsa-miR-4784	0.14309478
hsa-miR-4785	0.2005914
hsa-miR-4786-3p	0.1433349
hsa-miR-4786-5p	0.2637339
hsa-miR-4792	0.26048652
hsa-miR-4793-3p	0.16561015
hsa-miR-4795-5p	9.180697E-08
hsa-miR-4797-3p	0.33145138
hsa-miR-4799-5p	0.0024234483
hsa-miR-4800-3p	0.05404682
hsa-miR-4800-5p	0.0724402
hsa-miR-4802-3p	0.11015773
hsa-miR-4802-5p	0.033255473
hsa-miR-4803	0.0001530998
hsa-miR-4804-3p	0.00860824
hsa-miR-484	30.5051
hsa-miR-485-3p	4.17239
hsa-miR-485-5p	0.23906317
hsa-miR-486-3p	0.6253028
hsa-miR-486-5p	174.814
hsa-miR-487b-3p	2.316915
hsa-miR-487b-5p	0.20585811
hsa-miR-488-5p	0.50157968
hsa-miR-491-3p	1.0133932
hsa-miR-493-3p	2.7613613
hsa-miR-494-5p	0.020892765
hsa-miR-495-5p	0.21883329
hsa-miR-497-3p	0.54411507
hsa-miR-497-5p	10.7532
hsa-miR-4999-3p	0.063653415
hsa-miR-499a-5p	4.33232
hsa-miR-5000-3p	0.5543772
hsa-miR-5000-5p	0.08172517
hsa-miR-5001-3p	0.21278895
hsa-miR-5001-5p	0.30382822
hsa-miR-5002-3p	0.023833675
hsa-miR-5003-3p	0.35215073
hsa-miR-5004-3p	0.028622818
hsa-miR-5006-3p	0.08353113
hsa-miR-500a-3p	109.308
hsa-miR-500a-5p	1.8669795
hsa-miR-5010-3p	0.18149394
hsa-miR-5010-5p	0.11065221
hsa-miR-501-3p	22.2118
hsa-miR-501-5p	0.9226399
hsa-miR-502-5p	0.3997264
hsa-miR-503-3p	0.7867529
hsa-miR-503-5p	9.64
hsa-miR-504-3p	0.0067554267
hsa-miR-504-5p	0.1348441
hsa-miR-505-5p	1.5410448
hsa-miR-508-3p	18.5204
hsa-miR-5088-3p	0.03464601
hsa-miR-5089-3p	3.2212162E-05
hsa-miR-5089-5p	0.056967695
hsa-miR-5090	0.2075349
hsa-miR-509-3p	2.172377
hsa-miR-509-5p	0.06282166
hsa-miR-5100	0.060332615
hsa-miR-512-3p	0.44634797
hsa-miR-516a-5p	0.38814487
hsa-miR-517-5p	2.443935
hsa-miR-517a-3p	2.928497
hsa-miR-517c-3p	21.2895
hsa-miR-5187-3p	0.002816896
hsa-miR-5187-5p	0.22104899
hsa-miR-5189-3p	0.034798847
hsa-miR-5189-5p	4.0937452E-05
hsa-miR-518c-3p	0.39456155
hsa-miR-518c-5p	0.20051951
hsa-miR-518d-3p	0.441174
hsa-miR-518f-5p	0.457815
hsa-miR-5193	0.13054558
hsa-miR-5194	0.32004023
hsa-miR-519a-3p	0.6008251
hsa-miR-520a-3p	6.06195
hsa-miR-520c-3p	4.76724
hsa-miR-520d-3p	0.064883265
hsa-miR-520d-5p	46.0478
hsa-miR-520f-5p	0.65914144
hsa-miR-526b-5p	2.2116155
hsa-miR-527	0.7550503
hsa-miR-532-3p	13.3656
hsa-miR-532-5p	799.482
hsa-miR-539-5p	4.10345
hsa-miR-542-3p	51.5189
hsa-miR-542-5p	0.6512329
hsa-miR-543	0.49547637
hsa-miR-545-3p	0.037837868
hsa-miR-545-5p	0.23884282
hsa-miR-548a-5p	0.032782166
hsa-miR-548ab	0.4317864
hsa-miR-548ah-5p	0.0003787503
hsa-miR-548ai	0.0050587782
hsa-miR-548al	0.005306777
hsa-miR-548aq-5p	0.0072829686
hsa-miR-548ar-3p	0.042546722
hsa-miR-548at-5p	0.12091566
hsa-miR-548av-5p	0.028086535
hsa-miR-548ax	0.019872482
hsa-miR-548ay-3p	0.005492947
hsa-miR-548az-5p	0.39388675
hsa-miR-548b-3p	0.7992538
hsa-miR-548b-5p	0.45921778
hsa-miR-548ba	0.04206292
hsa-miR-548d-3p	0.0389505
hsa-miR-548f-3p	0.06824619
hsa-miR-548j-5p	0.41135526
hsa-miR-548k	0.3430439
hsa-miR-548l	0.13488707
hsa-miR-548o-3p	0.585718
hsa-miR-548q	0.03829629
hsa-miR-548t-5p	0.20046056
hsa-miR-548v	0.262156
hsa-miR-548y	0.01974522
hsa-miR-550a-3p	1.1340973
hsa-miR-550a-5p	0.5930944
hsa-miR-550b-3p	0.17454467
hsa-miR-551b-3p	1.6937087
hsa-miR-551b-5p	0.015915876
hsa-miR-552-3p	0.1635038
hsa-miR-552-5p	5.04977
hsa-miR-5582-3p	0.0914568
hsa-miR-5584-5p	0.14750128
hsa-miR-5585-5p	0.0017096797
